Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,1951,Did Morocco let more migrants make dangerous #Spain crossing to get a good deal with EU? https://t.co/u2N96KOOzc https://t.co/W2RYJBP4zi,"Based on the points assignment rules:

- Aggressive Items (AI) categories identified: Aggressive Verb Phrases and Controversial Content, which totals to 2 points (1 point each).
- Aggression Catalyzers (AC) identified: Rhetorical Question, which gives 0.5 points.

So, the total score would be 2 + 0.5 = 2.5 points.",2,1,2,1
,3448,The Stock Market’s Achilles Heel https://t.co/EEq1xfjXhi,The total score is 0. The text does not contain any Aggressive Items (AI) or Aggression Catalyzers (AC).,0,0,0,0
,4019,"Belgium: Muslim refugees say they want to impose Sharia law ""infidels must obey the Sharia"" - Free Speech Time - https://t.co/KtEJh3Gci0 @ISupport_Israel","Based on the identified categories and the points assignment rules:

- AI categories: 2 (Aggressive Verbal Phrases, Controversial Content) = 2 * 1 = 2 points
- AC category: 1 (Imperative Sentences) = 1 * 0.5 = 0.5 points

So, the total points are 2.5.",2,1,2,1
,4542,How coffee grounds turned firewood could be a lifeline for refugees https://t.co/zUbUahqNkF,The total points are 0.,0,1,0,1
,6330,"im so trill, ur hoe can't handle it but damn, that bitch can suck a diiiiickkkk","Based on the identified categories:

- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Strong Expressions: 0.5 points

Therefore, the total score is 3.5 points.",2,1,2,1
,1689,"Made your bed, now lie in the flea pit you created 'Tourists go home, refugees welcome': why Barcelona chose migrants over visitors https://t.co/TOQyjoDoKt","Based on the points assignment rules:

Aggressive Items (AI): 1 point each.
- Aggressive Verbal Phrases: ""Made your bed, now lie in"" = 1 point 
- Aggressive Adjective Phrases: ""the flea pit you created"" = 1 point 

Aggression Catalyzers (AC): 0.5 point each.
- Imperative Sentences: ""'Tourists go home, refugees welcome'"" = 0.5 point.

So, the total score is 1 + 1 + 0.5 = 2.5 points.",2,1,2,1
,7509,When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC,"Based on the points assignment rules, the total score can be calculated as follows:

AI categories:
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point

AC categories:
- Strong Expressions: 0.5 points

Therefore, the total points are 2.5 points.",2,1,1,1
,7782,When you just got home from getting dicked down and now you gotta deal with your shrimp dick boyfriend https://t.co/KaV5GDqt0h,"Given the points assignment rules, the total score can be calculated as follows:

Aggressive Items (AI): 1 point each for -
- Aggressive Verbal Phrases = 1 point
- Aggressive Determiner/Noun Phrases = 1 point
- Controversial Content = 1 point

Aggression Catalyzers (AC): 0.5 points for -
- Strong Expressions = 0.5 points

So, the total score is 3.5 points.",2,1,2,1
,5922,@NymOneFourSix @VanessaWCheese Not all men need female warden to rule his life and make him miserable I get you th… https://t.co/rvIQiGrvce,"Based on the Points Assignment Rules, one AI category has been identified which gives it 1 point. In addition, 1 AC category has been identified which gives it 0.5 points. Therefore, the total points for this text is 1.5 points.",2,1,2,1
,331,Austria holds drill to simulate repelling illegal migrants at border https://t.co/b62mCw6eB6,"Based on the identified categories in the text, the total points would be 0. This is because the text contains neither Aggressive Items (AI) nor Aggression Catalyzers (AC). Even though the term ""illegal migrants"" could be seen as offensive, it is not being used in an aggressive or provocative manner in this context. Therefore, according to the points assignment rule - if no AI category is identified, the total score is 0, regardless of AC scores.",0,1,1,1
,8464,“Looks like you but in skank form” 😂,"Based on the points assignment rules, the total points would be calculated as follows:

- 1 point for the identified Aggressive Adjective Phrases under the Aggressive Items category.
- 0.5 points for the identified Ironic Expressions under the Aggression Catalyzer category. 

Therefore, the total points would be 1.5.",2,1,2,1
,7845,KUNT DONT JOIN ME IF YOU HAVE NEVER DONE CALUS BEFORE. IM NOT HERE TO CARRY. FUCK ME SIDEWAYS!!,"Based on the identified categories and the point assignment rules, the score would be calculated as the following:

- For Aggressive Items (AI), we have 2 categories: Aggressive Verbal Phrases and Controversial Content. Therefore, we get 2 points (1 point per category).

- For Aggression Catalyzers (AC), we have 2 categories: Strong Expressions and Imperative Sentences. Therefore, we get 1 point (0.5 points per category).

So, the total score is 3 (2 AI + 1 AC).",2,1,2,1
,237,Border Ranchers Shock MSNBC With Facts On Illegal Immigration https://t.co/v3YTvUAabS via @dailycaller,"Since no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified in the text, the total score is 0.",0,1,2,1
,5188,my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,"There are identified 4 AI categories (1 point each) and 2 AC categories (0.5 points each).

Total Score: 4 (AI) + 1 (AC) = 5 points",2,1,2,1
,6340,@JustJared This trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,"Based on the categories identified, the total points would be calculated as follows:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Strong Expressions: 0.5 points

There are no points assigned for Aggressive Adverbial Phrases, Rhetorical Questions, Imperative Sentences, or Ironic Expressions as they were not present in the analyzed text. 

Therefore, the total score for the analyzed text would be 4.5 points.",2,1,2,1
,1508,Serbian government committed to resolving refugee issue https://t.co/DlsRa2XcWV,"The total points for the given text is 0. As per the Points Assignment Rules, if no Aggressive Items (AI) category is identified, the total score is 0, regardless of Aggression Catalyzers (AC) scores. In this text, no AI or AC has been identified.",0,1,0,1
,3233,@Kinglimaa : Vogue hijabi cover star on growing up in a #refugee camp https://t.co/hmHb7z7AXg via @cnni #WithRefugees #WorldRefugeeDay @Refugees @UNHCR_Kenya @LuQuLuQuTribe @RCKDirector,The total points is 0.,0,1,0,1
,2975,and thanks to @IIRGMU Board member @AlexNowrasteh for his valuable contributions to the discussion - @JackatCHSS look for him tonight @ 6:50 on @FoxBusiness informing the #immigration conversation,The total points based on the identified categories in the text is 0.,0,1,0,1
,7470,This is my most accurate understanding of religion https://t.co/REvULxiqST,"Based on the points assignment rules, since no AI or AC category is identified in the text, the total score is 0.",0,0,0,0
,7976,"@AbiWilks you just contradicted yourself. not all men, not even a few.",The total points based on the identified categories in the text are 1 point. This comes from 1 point for the identified Aggressive Verbal Phrase. No points were added for Aggression Catalyzers as there are none identified in the text.,1,1,2,1
,1123,Africa must address refugee crisis to ensure development — AU Commissioner https://t.co/ntMQMG4AVi,The total score is 0.,0,1,0,1
,4235,Macedonia deployed the army to build a second fence to keep refugees out - Free Speech Time - https://t.co/p0Bef9SYT9 @ISupport_Israel,"Based on the above rules and categories identified in the text:

- The mention of ""Macedonia using the army to keep refugees out"", which falls under the controversial content, a subcategory of AI, gives 1 point.
- The phrase ""Free Speech Time"", falling under the strong expression, a subcategory of AC, gives 0.5 points.

The total points for the text will therefore be 1 (from AI) + 0.5 (from AC) = 1.5 points.",2,1,1,1
,4808,"No apple, I don't want an amber alert for a stupid 16 yr old bitch that got into a 21 yr old pedos car .","Based on the points assignment rules and identified categories, the total points can be calculated as follows:

For Aggressive Items (AI):
- 1 point for Aggressive Noun Phrases
- 1 point for Aggressive Verbal Phrases
- 1 point for Controversial Content

For Aggression Catalyzers (AC):
- 0.5 points for Strong Expressions
- 0.5 points for Imperative Sentences

Therefore, the total score for the text is 4 points.",2,1,2,1
,5379,@__kayjahrayne Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍,"Based on the points assignment rules:

AI categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Adjective Phrases: 1 point

AC categories:
- Strong Expressions: 0.5 point

Adding all these up, total points score is 1 + 1 + 0.5 = 2.5 points.",2,1,2,1
,1741,Sudan - Christian children 'forced to recite Islamic prayers' in order to receive food in Sudan refugee camps.... https://t.co/C4epbtyPE0,Total score: 2 points (1 point for the Aggressive Verbal Phrases category + 1 point for the Controversial Content category),2,1,1,1
,4277,Outrage in the EU after Israel helped Hungary build a security fence to stop illegal immigration - Free Speech Time - https://t.co/6oS6QMAj1m @ISupport_Israel,"The total points based on the identified categories are:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC): 
- Since there are no explicit AC, 0 points

Total points = 2 points.",2,1,1,1
,1023,"She advocates breaking immigration law obviously, so therefore should be treated as a criminal. https://t.co/FuRxcwVf3I","The total points calculation:

AI categories (1 point each): 
- Aggressive Verbal Phrases: 1 point
- Controversial content: 1 point 

AC categories (0.5 point each): 
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0.5 points

Total points = AI points + AC points = (1+1) + (0.5+0.5) = 3 points.",2,1,2,1
,8184,How close I am to quitting my job and becoming a prostitute https://t.co/VWxmK1iXID,"The total points based on the identified categories in the text is 0. Since no AI category was identified, the total score is 0, regardless of AC scores.",0,0,2,1
,2659,UK MPs probe unpublished UN ‘˜sex-for-food’ findings: report https://t.co/k6Z2fHVFXU,"The total points based on the identified categories in the text are 1, because there is one Aggressive Item (AI) category identified - Controversial Content. However, there are no Aggression Catalyzers (AC) identified. So, the total point is 1 (from Controversial Content) + 0 (no AC identified) = 1.",1,1,0,1
,6982,@nowthisnews I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.,"AI categories identified: 
- Aggressive Determiner/Noun Phrases
- Aggressive Verbal Phrases
- Controversial Content

Each AI category: 1 point, hence, 1*3 = 3 points

AC category identified:
- Strong Expressions

Each AC category: 0.5 points, hence, 0.5*1 = 0.5 points

Total points = AI points + AC points = 3 + 0.5 = 3.5 points.",2,1,2,1
,8300,I was called a slut and whore on the bus b/c I didn't reciprocate a boys feelings for me #MeToo,"Based on the given points assignment rules:

Aggressive Items (AI): 
- Aggressive Determiner/Noun Phrases: ""a slut"", ""a whore"" -> 1 point
- Aggressive Verbal Phrases: ""was called"" -> 1 point

Aggression Catalyzers (AC):
- Strong Expressions: ""slut"", ""whore"" -> 0.5 points

Total points= 1(AI) + 1(AI) + 0.5(AC) = 2.5 points. So, the total score is 2.5 points.",2,0,2,1
,5991,"@Aayisha89 @Damtastik @Xochitl__ You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot… https://t.co/kNo5pLO5VJ","Total points based on the identified categories in the text will be 1 (since there is 1 category identified: Aggressive Items). Aggressive Verbal Phrases under Aggressive Items have two expressions, but they count as one occurrence. No Aggression Catalyzers were identified.",1,1,2,1
,207,"@RitaPanahi @826Maureen @RealCandaceO Antifa are just a pack of druggie misfits that no one loves, being the violent thugs they are is their cry for attention and their hit of self importance.#JuvenileDelinquents","Based on the identified categories and point assignment rules, the total points for the given text would be:

- Aggressive Items (AI): 4.5 points (1 each for Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Aggressive Adjective Phrases, Controversial Content, and 0.5 for Counter-Factual Expressions)
- Aggression Catalyzers (AC): 0.5 points (0.5 for Strong Expressions).

Total Score = 4.5 (AI) + 0.5 (AC) = 5 points.",2,1,2,1
